LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT	WINNERS
Suertres Lotto 9PM	6-0-8	5/22/2014	4,500.00	714
EZ2 Lotto 9PM	13-20	5/22/2014	4,000.00	451
Lotto 6/42	16-14-20-17-12-06	5/22/2014	9,234,376.00	0
EZ2 Lotto 11AM	19-29	5/22/2014	4,000.00	128
EZ2 Lotto 4PM	08-22	5/22/2014	4,000.00	221
Megalotto 6/45	24-44-04-16-34-40	5/21/2014	37,972,220.00	1
4Digit	1-4-8-1	5/21/2014	24,305.00	36
Suertres Lotto 11AM	0-6-2	5/21/2014	4,500.00	194
Suertres Lotto 4PM	6-0-3	5/21/2014	4,500.00	694
Suertres Lotto 9PM	9-2-5	5/21/2014	4,500.00	864
EZ2 Lotto 9PM	27-30	5/21/2014	4,000.00	274
EZ2 Lotto 11AM	15-18	5/21/2014	4,000.00	55
EZ2 Lotto 4PM	22-31	5/21/2014	4,000.00	99
Grand Lotto 6/55	54-23-09-52-32-17	5/21/2014	76,271,880.00	0
Superlotto 6/49	21-11-31-45-36-07	5/20/2014	92,557,940.00	0
6Digit	2-2-4-3-2-9	5/20/2014	150,000.00	0
Suertres Lotto 11AM	1-5-3	5/20/2014	4,500.00	1084
Suertres Lotto 4PM	4-5-9	5/20/2014	4,500.00	843
Suertres Lotto 9PM	9-1-8	5/20/2014	4,500.00	1200
EZ2 Lotto 9PM	06-16	5/20/2014	4,000.00	620
Lotto 6/42	19-34-26-14-20-18	5/20/2014	6,983,492.00	0
EZ2 Lotto 11AM	11-04	5/20/2014	4,000.00	175
EZ2 Lotto 4PM	15-18	5/20/2014	4,000.00	194
Megalotto 6/45	18-43-20-17-38-34	5/19/2014	34,431,748.00	0
4Digit	4-6-4-5	5/19/2014	34,976.00	23
Suertres Lotto 11AM	8-5-0	5/19/2014	4,500.00	342
Suertres Lotto 4PM	7-9-4	5/19/2014	4,500.00	331
Suertres Lotto 9PM	1-3-0	5/19/2014	4,500.00	677
EZ2 Lotto 9PM	13-16	5/19/2014	4,000.00	302
EZ2 Lotto 11AM	19-14	5/19/2014	4,000.00	244
EZ2 Lotto 4PM	30-11	5/19/2014	4,000.00	63
Grand Lotto 6/55	46-45-32-23-37-47	5/19/2014	71,752,652.00	0
Superlotto 6/49	32-31-23-48-47-27	5/18/2014	86,821,764.00	0
Suertres Lotto 11AM	3-5-8	5/18/2014	4,500.00	527
Suertres Lotto 4PM	9-3-2	5/18/2014	4,500.00	282
Suertres Lotto 9PM	6-9-9	5/18/2014	4,500.00	315
EZ2 Lotto 9PM	15-01	5/18/2014	4,000.00	172
EZ2 Lotto 11AM	05-25	5/18/2014	4,000.00	372
EZ2 Lotto 4PM	07-06	5/18/2014	4,000.00	226
6Digit	0-0-7-1-8-9	5/17/2014	2,627,180.00	1
Suertres Lotto 11AM	1-0-6	5/17/2014	4,500.00	605
Suertres Lotto 4PM	3-2-2	5/17/2014	4,500.00	228
Suertres Lotto 9PM	4-7-7	5/17/2014	4,500.00	874
EZ2 Lotto 9PM	16-24	5/17/2014	4,000.00	381
Lotto 6/42	02-34-28-21-14-27	5/17/2014	6,000,000.00	0
EZ2 Lotto 11AM	05-10	5/17/2014	4,000.00	276
EZ2 Lotto 4PM	19-29	5/17/2014	4,000.00	107
Grand Lotto 6/55	16-42-29-24-27-12	5/17/2014	67,277,520.00	0
Megalotto 6/45	09-23-05-19-37-10	5/16/2014	30,907,796.00	0
4Digit	5-4-8-5	5/16/2014	78,794.00	12
Suertres Lotto 11AM	9-9-8	5/16/2014	4,500.00	577
Suertres Lotto 4PM	8-5-6	5/16/2014	4,500.00	310
Suertres Lotto 9PM	2-9-1	5/16/2014	4,500.00	490
EZ2 Lotto 9PM	11-21	5/16/2014	4,000.00	607
EZ2 Lotto 11AM	18-13	5/16/2014	4,000.00	119
EZ2 Lotto 4PM	16-15	5/16/2014	4,000.00	107
Superlotto 6/49	39-42-14-08-40-01	5/15/2014	80,272,040.00	0
6Digit	2-5-8-2-3-6	5/15/2014	2,296,679.00	0
Suertres Lotto 11AM	8-6-3	5/15/2014	4,500.00	374
Suertres Lotto 4PM	2-0-6	5/15/2014	4,500.00	580
Suertres Lotto 9PM	3-5-6	5/15/2014	4,500.00	723
EZ2 Lotto 9PM	25-01	5/15/2014	4,000.00	218
Lotto 6/42	39-07-20-27-42-10	5/15/2014	6,000,000.00	0
EZ2 Lotto 11AM	06-05	5/15/2014	4,000.00	216
EZ2 Lotto 4PM	23-22	5/15/2014	4,000.00	108
Megalotto 6/45	04-09-35-29-28-44	5/14/2014	25,630,128.00	0
4Digit	3-2-5-1	5/14/2014	29,956.00	25
Suertres Lotto 11AM	9-4-3	5/14/2014	4,500.00	489
Suertres Lotto 4PM	1-0-4	5/14/2014	4,500.00	987
Suertres Lotto 9PM	7-8-0	5/14/2014	4,500.00	106
EZ2 Lotto 9PM	09-21	5/14/2014	4,000.00	568
EZ2 Lotto 11AM	19-26	5/14/2014	4,000.00	149
EZ2 Lotto 4PM	10-15	5/14/2014	4,000.00	207
Grand Lotto 6/55	50-45-14-36-52-48	5/14/2014	62,268,852.00	0
Superlotto 6/49	23-03-36-20-30-08	5/13/2014	74,797,680.00	0
6Digit	6-5-5-7-8-7	5/13/2014	2,228,988.98	0
Suertres Lotto 11AM	3-2-2	5/13/2014	4,500.00	664
Suertres Lotto 4PM	4-6-4	5/13/2014	4,500.00	344
Suertres Lotto 9PM	7-8-0	5/13/2014	4,500.00	253
EZ2 Lotto 9PM	22-11	5/13/2014	4,000.00	208
Lotto 6/42	40-19-05-29-15-16	5/13/2014	9,785,488.00	1
EZ2 Lotto 11AM	07-12	5/13/2014	4,000.00	205
EZ2 Lotto 4PM	10-20	5/13/2014	4,000.00	221
Megalotto 6/45	18-31-37-16-26-36	5/12/2014	22,302,416.00	0
4Digit	8-0-6-1	5/12/2014	81,055.00	11
Suertres Lotto 11AM	5-8-6	5/12/2014	4,500.00	341
Suertres Lotto 4PM	0-5-5	5/12/2014	4,500.00	316
Suertres Lotto 9PM	8-6-5	5/12/2014	4,500.00	608
EZ2 Lotto 9PM	06-17	5/12/2014	4,000.00	638
EZ2 Lotto 11AM	09-25	5/12/2014	4,000.00	209
EZ2 Lotto 4PM	17-22	5/12/2014	4,000.00	200
Grand Lotto 6/55	53-27-14-08-02-54	5/12/2014	57,983,704.00	0
Superlotto 6/49	41-34-14-49-33-16	5/11/2014	69,690,524.00	0
Suertres Lotto 11AM	5-9-5	5/11/2014	4,500.00	343
Suertres Lotto 4PM	8-8-9	5/11/2014	4,500.00	431
Suertres Lotto 9PM	9-5-9	5/11/2014	4,500.00	981
EZ2 Lotto 9PM	22-27	5/11/2014	4,000.00	255
EZ2 Lotto 11AM	07-16	5/11/2014	4,000.00	254
EZ2 Lotto 4PM	05-29	5/11/2014	4,000.00	249
6Digit	0-7-7-1-5-6	5/10/2014	1,924,374.04	0
Suertres Lotto 11AM	2-1-8	5/10/2014	4,500.00	518
Suertres Lotto 4PM	5-2-8	5/10/2014	4,500.00	996
Suertres Lotto 9PM	2-8-6	5/10/2014	4,500.00	781
EZ2 Lotto 9PM	06-05	5/10/2014	4,000.00	620
Lotto 6/42	34-29-19-24-22-13	5/10/2014	7,311,608.00	0
EZ2 Lotto 11AM	31-20	5/10/2014	4,000.00	128
EZ2 Lotto 4PM	11-04	5/10/2014	4,000.00	216
Grand Lotto 6/55	44-40-45-25-21-55	5/10/2014	53,671,700.00	0
Megalotto 6/45	26-42-19-28-11-40	5/9/2014	18,996,040.00	0
4Digit	3-5-1-9	5/9/2014	14,255.00	35
Suertres Lotto 11AM	0-0-6	5/9/2014	4,500.00	263
Suertres Lotto 4PM	5-9-7	5/9/2014	4,500.00	456
Suertres Lotto 9PM	4-7-1	5/9/2014	4,500.00	853
EZ2 Lotto 9PM	09-08	5/9/2014	4,000.00	420
EZ2 Lotto 11AM	30-19	5/9/2014	4,000.00	46
EZ2 Lotto 4PM	20-26	5/9/2014	4,000.00	103
Superlotto 6/49	11-33-25-48-46-36	5/8/2014	63,650,132.00	0
6Digit	1-5-4-6-3-4	5/8/2014	1,607,174.24	0
Suertres Lotto 11AM	0-2-3	5/8/2014	4,500.00	239
Suertres Lotto 4PM	4-1-1	5/8/2014	4,500.00	911
Suertres Lotto 9PM	0-2-1	5/8/2014	4,500.00	778
EZ2 Lotto 9PM	07-30	5/8/2014	4,000.00	438
Lotto 6/42	26-08-37-01-23-21	5/8/2014	6,000,000.00	0
EZ2 Lotto 11AM	02-30	5/8/2014	4,000.00	193
EZ2 Lotto 4PM	11-08	5/8/2014	4,000.00	220
Megalotto 6/45	28-33-12-18-37-39	5/7/2014	14,062,424.00	0
4Digit	9-8-6-6	5/7/2014	70,115.00	12
Suertres Lotto 11AM	8-0-7	5/7/2014	4,500.00	330
Suertres Lotto 4PM	4-2-0	5/7/2014	4,500.00	830
Suertres Lotto 9PM	6-0-7	5/7/2014	4,500.00	332
EZ2 Lotto 9PM	28-20	5/7/2014	4,000.00	141
EZ2 Lotto 11AM	30-21	5/7/2014	4,000.00	138
EZ2 Lotto 4PM	05-13	5/7/2014	4,000.00	308
Grand Lotto 6/55	53-21-30-15-14-31	5/7/2014	48,813,784.00	0
Superlotto 6/49	13-28-49-01-06-10	5/6/2014	58,669,836.00	0
6Digit	0-2-1-7-0-0	5/6/2014	1,497,092.70	0
Suertres Lotto 11AM	6-6-5	5/6/2014	4,500.00	372
Suertres Lotto 4PM	0-9-1	5/6/2014	4,500.00	355
Suertres Lotto 9PM	3-0-3	5/6/2014	4,500.00	1004
EZ2 Lotto 9PM	31-22	5/6/2014	4,000.00	174
Lotto 6/42	33-41-20-12-03-10	5/6/2014	6,000,000.00	0
EZ2 Lotto 11AM	24-23	5/6/2014	4,000.00	38
EZ2 Lotto 4PM	29-12	5/6/2014	4,000.00	109
Megalotto 6/45	17-08-34-36-14-41	5/5/2014	10,994,000.00	0
4Digit	3-0-8-1	5/5/2014	34,473.00	25
Suertres Lotto 11AM	6-1-1	5/5/2014	4,500.00	674
Suertres Lotto 4PM	2-6-7	5/5/2014	4,500.00	322
Suertres Lotto 9PM	3-2-5	5/5/2014	4,500.00	1058
EZ2 Lotto 9PM	16-06	5/5/2014	4,000.00	190
EZ2 Lotto 11AM	30-01	5/5/2014	4,000.00	69
EZ2 Lotto 4PM	30-20	5/5/2014	4,000.00	90
Grand Lotto 6/55	16-34-26-42-06-52	5/5/2014	44,574,496.00	0
Superlotto 6/49	36-15-44-14-26-35	5/4/2014	53,804,792.00	0
Suertres Lotto 11AM	8-3-7	5/4/2014	4,500.00	251
Suertres Lotto 4PM	6-1-8	5/4/2014	4,500.00	611
Suertres Lotto 9PM	5-9-8	5/4/2014	4,500.00	505
EZ2 Lotto 9PM	27-12	5/4/2014	4,000.00	238
EZ2 Lotto 11AM	27-10	5/4/2014	4,000.00	137
EZ2 Lotto 4PM	07-25	5/4/2014	4,000.00	157
6Digit	9-7-1-3-2-7	5/3/2014	1,447,092.70	0
Suertres Lotto 11AM	3-6-8	5/3/2014	4,500.00	704
Suertres Lotto 4PM	1-3-0	5/3/2014	4,500.00	635
Suertres Lotto 9PM	2-7-1	5/3/2014	4,500.00	866
EZ2 Lotto 9PM	25-11	5/3/2014	4,000.00	179
Lotto 6/42	19-12-27-14-22-18	5/3/2014	15,972,016.00	1
EZ2 Lotto 11AM	23-14	5/3/2014	4,000.00	197
EZ2 Lotto 4PM	26-04	5/3/2014	4,000.00	83
Grand Lotto 6/55	42-02-09-38-45-34	5/3/2014	40,312,652.00	0
Megalotto 6/45	09-38-44-11-41-28	5/2/2014	9,000,000.00	0
4Digit	3-5-8-2	5/2/2014	57,851.00	17
Suertres Lotto 11AM	7-0-4	5/2/2014	4,500.00	208
Suertres Lotto 4PM	7-6-3	5/2/2014	4,500.00	351
Suertres Lotto 9PM	8-4-7	5/2/2014	4,500.00	573
EZ2 Lotto 9PM	13-10	5/2/2014	4,000.00	373
EZ2 Lotto 11AM	07-24	5/2/2014	4,000.00	182
EZ2 Lotto 4PM	18-04	5/2/2014	4,000.00	186
Superlotto 6/49	09-40-23-38-49-15	5/1/2014	48,085,964.00	0
6Digit	7-1-8-9-7-2	5/1/2014	1,366,789.80	0
Suertres Lotto 11AM	5-6-8	5/1/2014	4,500.00	406
Suertres Lotto 4PM	3-2-8	5/1/2014	4,500.00	736
Suertres Lotto 9PM	2-0-0	5/1/2014	4,500.00	947
EZ2 Lotto 9PM	22-03	5/1/2014	4,000.00	140
Lotto 6/42	34-40-29-41-37-28	5/1/2014	12,983,452.00	0
EZ2 Lotto 11AM	16-17	5/1/2014	4,000.00	100
EZ2 Lotto 4PM	27-18	5/1/2014	4,000.00	65
Megalotto 6/45	06-24-15-16-26-22	4/30/2014	9,000,000.00	0
4Digit	2-3-1-5	4/30/2014	10,000.00	56
Suertres Lotto 11AM	1-1-3	4/30/2014	4,500.00	523
Suertres Lotto 4PM	2-0-9	4/30/2014	4,500.00	694
Suertres Lotto 9PM	8-1-2	4/30/2014	4,500.00	733
EZ2 Lotto 9PM	03-23	4/30/2014	4,000.00	611
EZ2 Lotto 11AM	01-01	4/30/2014	4,000.00	421
EZ2 Lotto 4PM	16-25	4/30/2014	4,000.00	138
Grand Lotto 6/55	13-51-50-09-15-40	4/30/2014	35,940,004.00	0
Superlotto 6/49	22-06-39-41-14-45	4/29/2014	43,821,608.00	0
6Digit	7-2-7-1-8-4	4/29/2014	1,102,596.84	0
Suertres Lotto 11AM	3-2-6	4/29/2014	4,500.00	688
Suertres Lotto 4PM	2-2-0	4/29/2014	4,500.00	1104
Suertres Lotto 9PM	7-4-4	4/29/2014	4,500.00	501
EZ2 Lotto 9PM	23-08	4/29/2014	4,000.00	226
Lotto 6/42	20-06-11-39-05-42	4/29/2014	10,547,316.00	0
EZ2 Lotto 11AM	07-21	4/29/2014	4,000.00	209
EZ2 Lotto 4PM	31-06	4/29/2014	4,000.00	41
Megalotto 6/45	39-21-32-43-19-17	4/28/2014	18,802,100.00	1
4Digit	1-8-7-9	4/28/2014	50,210.00	17
Suertres Lotto 11AM	2-8-1	4/28/2014	4,500.00	893
Suertres Lotto 4PM	4-2-8	4/28/2014	4,500.00	1101
Suertres Lotto 9PM	7-2-0	4/28/2014	4,500.00	709
EZ2 Lotto 9PM	26-09	4/28/2014	4,000.00	164
EZ2 Lotto 11AM	24-06	4/28/2014	4,000.00	60
EZ2 Lotto 4PM	30-18	4/28/2014	4,000.00	143
Grand Lotto 6/55	20-21-30-48-16-44	4/28/2014	31,955,676.00	0
Superlotto 6/49	19-11-48-30-02-18	4/27/2014	39,565,324.00	0
Suertres Lotto 11AM	1-4-2	4/27/2014	4,500.00	880
Suertres Lotto 4PM	1-3-1	4/27/2014	4,500.00	701
Suertres Lotto 9PM	1-9-2	4/27/2014	4,500.00	817
EZ2 Lotto 9PM	13-30	4/27/2014	4,000.00	224
EZ2 Lotto 11AM	01-17	4/27/2014	4,000.00	94
EZ2 Lotto 4PM	29-11	4/27/2014	4,000.00	76
6Digit	8-9-9-6-2-9	4/26/2014	869,571.16	0
Suertres Lotto 11AM	0-3-4	4/26/2014	4,500.00	345
Suertres Lotto 4PM	2-4-8	4/26/2014	4,500.00	348
Suertres Lotto 9PM	0-2-3	4/26/2014	4,500.00	235
EZ2 Lotto 9PM	19-19	4/26/2014	4,000.00	604
Lotto 6/42	18-20-27-26-32-13	4/26/2014	7,943,352.00	0
EZ2 Lotto 11AM	02-01	4/26/2014	4,000.00	207
EZ2 Lotto 4PM	24-02	4/26/2014	4,000.00	193
Grand Lotto 6/55	36-50-52-45-14-44	4/26/2014	30,000,000.00	0
Megalotto 6/45	22-18-07-31-01-15	4/25/2014	15,413,548.00	0
4Digit	4-6-5-5	4/25/2014	23,244.00	32
Suertres Lotto 11AM	5-9-1	4/25/2014	4,500.00	293
Suertres Lotto 4PM	6-7-8	4/25/2014	4,500.00	263
Suertres Lotto 9PM	2-0-3	4/25/2014	4,500.00	902
EZ2 Lotto 9PM	22-20	4/25/2014	4,000.00	400
EZ2 Lotto 11AM	07-12	4/25/2014	4,000.00	237
EZ2 Lotto 4PM	20-02	4/25/2014	4,000.00	60
Superlotto 6/49	15-21-23-38-37-16	4/24/2014	34,398,852.00	0
6Digit	9-1-5-7-0-8	4/24/2014	773,139.22	0
Suertres Lotto 11AM	1-8-9	4/24/2014	4,500.00	747
Suertres Lotto 4PM	3-4-6	4/24/2014	4,500.00	462
Suertres Lotto 9PM	6-1-6	4/24/2014	4,500.00	780
EZ2 Lotto 9PM	30-12	4/24/2014	4,000.00	341
Lotto 6/42	37-17-31-01-34-42	4/24/2014	6,000,000.00	0
EZ2 Lotto 11AM	18-05	4/24/2014	4,000.00	142
EZ2 Lotto 4PM	12-07	4/24/2014	4,000.00	141
Megalotto 6/45	27-05-13-34-40-15	4/23/2014	10,430,800.00	0
4Digit	5-4-6-1	4/23/2014	48,993.00	18
Suertres Lotto 11AM	4-1-9	4/23/2014	4,500.00	937
Suertres Lotto 4PM	7-9-8	4/23/2014	4,500.00	353
Suertres Lotto 9PM	6-7-6	4/23/2014	4,500.00	480
EZ2 Lotto 9PM	06-01	4/23/2014	4,000.00	538
EZ2 Lotto 11AM	04-03	4/23/2014	4,000.00	261
EZ2 Lotto 4PM	23-10	4/23/2014	4,000.00	153
Grand Lotto 6/55	40-39-35-36-29-55	4/23/2014	30,000,000.00	0
Superlotto 6/49	22-45-40-48-33-49	4/22/2014	30,218,048.00	0
6Digit	7-0-9-3-4-3	4/22/2014	723,139.22	0
Suertres Lotto 11AM	5-5-8	4/22/2014	4,500.00	323
Suertres Lotto 4PM	3-7-8	4/22/2014	4,500.00	322
Suertres Lotto 9PM	8-1-8	4/22/2014	4,500.00	910
EZ2 Lotto 9PM	21-25	4/22/2014	4,000.00	256
Lotto 6/42	11-33-05-22-30-41	4/22/2014	6,000,000.00	0
EZ2 Lotto 11AM	13-11	4/22/2014	4,000.00	92
EZ2 Lotto 4PM	05-05	4/22/2014	4,000.00	302
Megalotto 6/45	31-36-38-41-45-37	4/21/2014	9,000,000.00	0
4Digit	8-7-0-9	4/21/2014	58,940.00	14
Suertres Lotto 11AM	4-5-2	4/21/2014	4,500.00	315
Suertres Lotto 4PM	6-8-4	4/21/2014	4,500.00	290
Suertres Lotto 9PM	4-2-9	4/21/2014	4,500.00	1021
EZ2 Lotto 9PM	10-02	4/21/2014	4,000.00	576
EZ2 Lotto 11AM	05-05	4/21/2014	4,000.00	465
EZ2 Lotto 4PM	10-03	4/21/2014	4,000.00	200
Grand Lotto 6/55	36-46-52-47-45-43	4/21/2014	30,000,000.00	0
Megalotto 6/45	22-05-40-36-06-33	4/16/2014	9,000,000.00	0
4Digit	9-1-7-1	4/16/2014	39,353.00	20
Suertres Lotto 11AM	4-0-7	4/16/2014	4,500.00	599
Suertres Lotto 4PM	0-1-1	4/16/2014	4,500.00	548
Suertres Lotto 9PM	2-9-7	4/16/2014	4,500.00	682
EZ2 Lotto 9PM	21-05	4/16/2014	4,000.00	464
EZ2 Lotto 11AM	20-13	4/16/2014	4,000.00	207
EZ2 Lotto 4PM	30-12	4/16/2014	4,000.00	131
Grand Lotto 6/55	28-41-12-29-11-01	4/16/2014	30,000,000.00	0
Superlotto 6/49	45-34-07-06-14-30	4/15/2014	26,045,284.00	0
6Digit	7-7-6-8-7-4	4/15/2014	374,157.60	0
Suertres Lotto 11AM	7-5-5	4/15/2014	4,500.00	452
Suertres Lotto 4PM	3-0-6	4/15/2014	4,500.00	533
Suertres Lotto 9PM	7-1-4	4/15/2014	4,500.00	835
EZ2 Lotto 9PM	03-09	4/15/2014	4,000.00	928
Lotto 6/42	15-30-03-31-18-01	4/15/2014	18,387,204.00	1
EZ2 Lotto 11AM	30-09	4/15/2014	4,000.00	91
EZ2 Lotto 4PM	18-30	4/15/2014	4,000.00	229
Megalotto 6/45	30-16-06-10-18-12	4/14/2014	80,773,540.00	1
4Digit	6-5-6-5	4/14/2014	20,272.00	41
Suertres Lotto 11AM	1-4-7	4/14/2014	4,500.00	1102
Suertres Lotto 4PM	0-3-9	4/14/2014	4,500.00	492
Suertres Lotto 9PM	4-1-8	4/14/2014	4,500.00	1179
EZ2 Lotto 9PM	08-06	4/14/2014	4,000.00	592
EZ2 Lotto 11AM	30-05	4/14/2014	4,000.00	125
EZ2 Lotto 4PM	03-10	4/14/2014	4,000.00	248
Grand Lotto 6/55	02-24-06-17-11-14	4/14/2014	30,000,000.00	0
Superlotto 6/49	33-38-22-47-08-28	4/13/2014	22,229,748.00	0
Suertres Lotto 11AM	3-4-6	4/13/2014	4,500.00	555
Suertres Lotto 4PM	8-6-6	4/13/2014	4,500.00	450
Suertres Lotto 9PM	2-5-6	4/13/2014	4,500.00	745
EZ2 Lotto 9PM	07-25	4/13/2014	4,000.00	594
EZ2 Lotto 11AM	07-27	4/13/2014	4,000.00	224
EZ2 Lotto 4PM	29-03	4/13/2014	4,000.00	99
6Digit	7-2-0-8-1-6	4/12/2014	365,862.00	3
Suertres Lotto 11AM	8-9-8	4/12/2014	4,500.00	549
Suertres Lotto 4PM	4-5-2	4/12/2014	4,500.00	400
Suertres Lotto 9PM	6-0-7	4/12/2014	4,500.00	433
EZ2 Lotto 9PM	04-02	4/12/2014	4,000.00	677
Lotto 6/42	33-13-40-28-39-41	4/12/2014	15,031,412.00	0
EZ2 Lotto 11AM	05-17	4/12/2014	4,000.00	237
EZ2 Lotto 4PM	10-08	4/12/2014	4,000.00	224
Grand Lotto 6/55	16-13-30-41-44-46	4/12/2014	30,000,000.00	0
Megalotto 6/45	28-42-06-43-44-15	4/11/2014	73,992,612.00	0
4Digit	5-7-8-1	4/11/2014	120,279.00	8
Suertres Lotto 11AM	8-1-0	4/11/2014	4,500.00	587
Suertres Lotto 4PM	9-6-4	4/11/2014	4,500.00	400
Suertres Lotto 9PM	8-4-7	4/11/2014	4,500.00	612
EZ2 Lotto 9PM	06-23	4/11/2014	4,000.00	534
EZ2 Lotto 11AM	22-08	4/11/2014	4,000.00	192
EZ2 Lotto 4PM	27-10	4/11/2014	4,000.00	145
Superlotto 6/49	35-15-24-45-22-04	4/10/2014	17,526,596.00	0
6Digit	7-7-7-3-0-3	4/10/2014	833,279.22	0
Suertres Lotto 11AM	2-2-6	4/10/2014	4,500.00	194
Suertres Lotto 4PM	0-8-2	4/10/2014	4,500.00	253
Suertres Lotto 9PM	5-6-4	4/10/2014	4,500.00	558
EZ2 Lotto 9PM	26-13	4/10/2014	4,000.00	152
Lotto 6/42	42-19-27-02-07-41	4/10/2014	11,712,876.00	0
EZ2 Lotto 11AM	27-18	4/10/2014	4,000.00	65
EZ2 Lotto 4PM	23-27	4/10/2014	4,000.00	226
Megalotto 6/45	07-12-20-02-39-36	4/9/2014	65,905,004.00	0
4Digit	9-4-7-2	4/9/2014	32,079.00	22
Suertres Lotto 11AM	7-6-7	4/9/2014	4,500.00	258
Suertres Lotto 4PM	9-7-4	4/9/2014	4,500.00	434
Suertres Lotto 9PM	1-9-3	4/9/2014	4,500.00	626
EZ2 Lotto 9PM	02-02	4/9/2014	4,000.00	743
EZ2 Lotto 11AM	08-27	4/9/2014	4,000.00	215
EZ2 Lotto 4PM	27-13	4/9/2014	4,000.00	121
Grand Lotto 6/55	52-15-25-55-23-31	4/9/2014	30,000,000.00	0
Superlotto 6/49	39-40-43-35-41-48	4/8/2014	16,000,000.00	0
6Digit	0-8-0-7-8-1	4/8/2014	645,052.20	0
Suertres Lotto 11AM	9-8-7	4/8/2014	4,500.00	689
Suertres Lotto 4PM	6-5-0	4/8/2014	4,500.00	253
Suertres Lotto 9PM	3-1-2	4/8/2014	4,500.00	1149
EZ2 Lotto 9PM	04-04	4/8/2014	4,000.00	744
Lotto 6/42	05-30-37-02-28-14	4/8/2014	8,846,892.00	0
EZ2 Lotto 11AM	27-06	4/8/2014	4,000.00	74
EZ2 Lotto 4PM	25-25	4/8/2014	4,000.00	262
Megalotto 6/45	31-26-03-14-45-19	4/7/2014	59,743,988.00	0
4Digit	6-9-9-4	4/7/2014	129,221.00	7
Suertres Lotto 11AM	4-4-3	4/7/2014	4,500.00	487
Suertres Lotto 4PM	4-8-1	4/7/2014	4,500.00	497
Suertres Lotto 9PM	3-1-4	4/7/2014	4,500.00	1175
EZ2 Lotto 9PM	02-20	4/7/2014	4,000.00	601
EZ2 Lotto 11AM	24-05	4/7/2014	4,000.00	142
EZ2 Lotto 4PM	02-13	4/7/2014	4,000.00	206
Grand Lotto 6/55	39-21-42-28-05-27	4/7/2014	249,841,572.00	1
Superlotto 6/49	01-19-35-49-27-32	4/6/2014	16,000,000.00	0
Suertres Lotto 11AM	2-2-6	4/6/2014	4,500.00	618
Suertres Lotto 4PM	1-0-6	4/6/2014	4,500.00	414
Suertres Lotto 9PM	8-0-0	4/6/2014	4,500.00	547
EZ2 Lotto 9PM	21-03	4/6/2014	4,000.00	146
EZ2 Lotto 11AM	30-01	4/6/2014	4,000.00	33
EZ2 Lotto 4PM	05-08	4/6/2014	4,000.00	209
6Digit	0-5-8-9-9-3	4/5/2014	561,454.20	0
Suertres Lotto 11AM	3-3-4	4/5/2014	4,500.00	293
Suertres Lotto 4PM	5-4-5	4/5/2014	4,500.00	616
Suertres Lotto 9PM	9-3-2	4/5/2014	4,500.00	921
EZ2 Lotto 9PM	15-27	4/5/2014	4,000.00	430
Lotto 6/42	21-31-02-14-25-09	4/5/2014	6,000,000.00	0
EZ2 Lotto 11AM	14-02	4/5/2014	4,000.00	141
EZ2 Lotto 4PM	24-10	4/5/2014	4,000.00	198
Grand Lotto 6/55	52-34-29-14-38-05	4/5/2014	232,900,056.00	0
Megalotto 6/45	23-05-36-03-27-08	4/4/2014	54,328,372.00	0
4Digit	5-5-0-6	4/4/2014	32,718.00	26
Suertres Lotto 11AM	7-8-5	4/4/2014	4,500.00	303
Suertres Lotto 4PM	8-8-6	4/4/2014	4,500.00	730
Suertres Lotto 9PM	2-8-3	4/4/2014	4,500.00	825
EZ2 Lotto 9PM	07-09	4/4/2014	4,000.00	613
EZ2 Lotto 11AM	24-01	4/4/2014	4,000.00	132
EZ2 Lotto 4PM	30-26	4/4/2014	4,000.00	96
Superlotto 6/49	08-01-35-46-02-22	4/3/2014	16,000,000.00	0
6Digit	7-5-8-5-1-3	4/3/2014	242,202.74	0
Suertres Lotto 11AM	1-9-3	4/3/2014	4,500.00	570
Suertres Lotto 4PM	5-6-0	4/3/2014	4,500.00	464
Suertres Lotto 9PM	5-6-2	4/3/2014	4,500.00	1115
EZ2 Lotto 9PM	06-20	4/3/2014	4,000.00	600
Lotto 6/42	01-36-23-31-03-25	4/3/2014	6,000,000.00	0
EZ2 Lotto 11AM	27-21	4/3/2014	4,000.00	110
EZ2 Lotto 4PM	10-17	4/3/2014	4,000.00	205
Megalotto 6/45	24-11-13-19-07-34	4/2/2014	47,000,108.00	0
4Digit	4-3-5-2	4/2/2014	49,420.00	17
Suertres Lotto 11AM	7-2-4	4/2/2014	4,500.00	441
Suertres Lotto 4PM	1-0-3	4/2/2014	4,500.00	570
Suertres Lotto 9PM	4-9-7	4/2/2014	4,500.00	660
EZ2 Lotto 9PM	01-17	4/2/2014	4,000.00	596
EZ2 Lotto 11AM	04-04	4/2/2014	4,000.00	720
EZ2 Lotto 4PM	01-22	4/2/2014	4,000.00	193
Grand Lotto 6/55	33-03-35-31-19-38	4/2/2014	214,330,176.00	0
Superlotto 6/49	22-20-17-09-13-29	4/1/2014	63,332,184.00	1
6Digit	0-7-1-8-1-3	4/1/2014	4,425,011.00	2
Suertres Lotto 11AM	0-9-9	4/1/2014	4,500.00	324
Suertres Lotto 4PM	5-2-3	4/1/2014	4,500.00	435
Suertres Lotto 9PM	6-7-8	4/1/2014	4,500.00	383
